prefix	givenName	middleName	familyName	suffix	nickname	canSelfEdit	dateOfBirth	gender	institutionId	barcode	idAtSource	sourceSystem	borrowerCategory	circRegistrationDate	oclcExpirationDate	homeBranch	primaryStreetAddressLine1	primaryStreetAddressLine2	primaryCityOrLocality	primaryStateOrProvince	primaryPostalCode	primaryCountry	primaryPhone	secondaryStreetAddressLine1	secondaryStreetAddressLine2	secondaryCityOrLocality	secondaryStateOrProvince	secondaryPostalCode	secondaryCountry	secondaryPhone	emailAddress	mobilePhone	notificationEmail	notificationTextPhone	patronNotes	photoURL	customdata1	customdata2	customdata3	customdata4	username	illId	illApprovalStatus	illPatronType	illPickupLocation
	ILL		Council on Foreign Relations ATTN: Laura Puls							ZCF			ILL	2011-02-01																							 none 								
	ILL		Cuesta College Library							CJG			ILL	2010-02-10																							 none 								
	ILL		Curtis Institute of Music							CR2			ILL	2017-02-14																							 none 								
	ILL		DESALES UNIVERSITY							ALL			ILL	2017-07-26																							 none 								
	ILL		Doane College - ILL							NBD			ILL	2016-04-14			1014 Boswell		Crete	NE	68333																 none 								
	ILL		Douglas and Judith Krupp Library, Smithfelid RI - ILL							BRB			ILL	2016-02-03			1150 Douglas Pike		Smithfeild	RI	02917																 none 								
	ILL		Dover Public Library							DOV			ILL	2016-08-23			35 Lockerman Plaza		Dover	DE	19901																 none 								
	ILL		Dr. C.C. Pearce Municipal Library- Bartow Public Library							P@B			ILL	2010-02-17																							 none 								
	ILL		El Camino College CA							ELO			ILL	2011-11-29																							 none 								
	ILL		Eliot D. Pratt Library- Goddard College							GCB			ILL	2010-04-05																							 none 								
	ILL		Elms College Alumnae Library							NFK			ILL	2017-02-10																							 none 								
	ILL		Emporia Public Library. Kansas							EP2			ILL	2017-03-01																							 none 								
	ILL		Enid Public Library - Enid, OK 73701							OEG			ILL	2011-02-01																							 none 								
	ILL		ENNIS AND NANCY HAM LIBRARY							EJK			ILL	2017-09-05																							 none 								
	ILL		ENOCH PRATT FREE LIBRARY, Maryland							MDB			ILL	2004-09-23																							 								
	ILL		ERC LIBRRY LOCKHEED MARTIN  NJ							LXM			ILL	2008-12-18																							 none 								
	ILL		Evangel University Library							MOE			ILL	2017-01-18																							 none 								
	ILL		FALLS CITY LIBRARY NEBRASKA							NLZ			ILL	2017-04-10																							 none 								
	ILL		FINDLAY-HANCOCK COUNTY PUBLIC LIBRARY, OHIO							FPL			ILL	2017-06-21																							 none 								
	ILL		Fintel Library -Roanoke College (VRO)							VRO			ILL	2009-10-06																							 none 								
	ILL		Fresno County Public Library, CA - ILL							JQR			ILL	2016-04-29			2420 Mariposa St		Fresno	CA	93721																 none 								
	ILL		FRIEDSAM MEMORIAL LIBRARY, NY							VYS			ILL	2017-07-11																							 none 								
	ILL		G.A. Pfeiffer Library NC							KZB			ILL	2011-12-01																							 none 								
	ILL		Garvin H. Johnston Library,  - ILL							WY#			ILL	2016-03-09			Garvin H. Johnston Library ILL ;Box 5660		Poplarville	MS	39470																 none 								
	ILL		GAZI UNIVERSITY, TURKEY							GAZIU			ILL	2017-05-01																							 none 								
	ILL		GEORGETOWN COLLEGE							KGG			ILL	2017-04-27																							 none 								
	ILL		Georgetown Public Library TX							QS5			ILL	2011-10-20																							 none 								
	ILL		GLENVIEW PUBLIC LIBRARY, IL							FM0			ILL	2017-04-20																							 none 								
	ILL		Gothenburg University - ILL							BGN			ILL	2016-04-22			Biomedical Library ILL Box 416		Gothenburg	Sw	SE-405 30																 none 								
	ILL		Grace College and Seminary- Moragn Library							IGR			ILL	2010-02-23																							 none 								
	ILL		Greensburg Hempfield Area Library							PAGRH			ILL	2016-11-01			237 S Pennsylvania Ave		Greensburg	PA																	 none 								
	ILL		Guadalupe County Correctional Facility							NMS			ILL	2004-03-29																							 none 								
	ILL		Hamline University MN							MHL			ILL	2011-10-03																							 none 								
	ILL		Haverford College Library							HVC			ILL	2010-02-19																							 none 								
	ILL		Hekman Library MI							EXC			ILL	2011-09-14																							 none 								
	ILL		HEWES LIBRARY, MONMOUTH COLLEGE							ICL			ILL	2017-08-23																							 none 								
	ILL		Highland Park Public Library (IHV)							IHV			ILL	2009-10-15																							 none 								
	ILL		Hillsboro Brookwood Library							OOV			ILL	2016-10-11			2850 NE Brookwood Pkwy		Hillsboro	Or	97124-5327																 none 								
	ILL		HORTON MEMORIAL HOSPITAL, NY							VDX			ILL	2017-03-16																							 none 								
	ILL		IL L- BELMONT ABBEY COLLEGE							KQV			ILL	2004-06-08																							 none 								
	ILL		ABILENE PUBLIC LIB  TX							TXB			ILL	2008-01-23																							 none 								
	ILL		AkU-UALR AR							AKU			ILL	2014-03-17																							 none 								
	ILL		Albany State University  GA							ALQ			ILL	2011-06-15																							 none 								
	ILL		Allen Ginsberg Library Naropa University (NIY)							NIY			ILL	2009-09-22																							 none 								
	ILL		 Allen Memorial Library  LA							APW			ILL	2015-08-20																							 none 								
	ILL		Alvernia Univerity Library  PA							AVE			ILL	2012-07-17																							 none 								
	ILL		 AMBROSE UNIVERSITY LIBRRY  IA							IOJ			ILL	2008-05-07																							 none 								
	ILL		AMU Library  AL							AAM			ILL	2013-06-26																							 none 								
	ILL		Andrew Carnegie Library Livingstone College (KQZ)							KQZ			ILL	2009-09-22																							 none 								
	ILL		ANN ARBOR DISTRICT LIBRARY							EYH			ILL	2009-03-23																							 none 								
	ILL		ANTIOCH UNIVERSITY NEW ENGLAND  NH							AN@			ILL	2008-01-28																							 none 								
	ILL		Arab Public Library AL							MWV			ILL	2011-03-15																							 none 								
	ILL		Armacost Lib CA							CUR			ILL	2013-10-28																							 none 								
	ILL		 Art Circle Public Library  TN							BLUEG			ILL	2005-07-20																							 none 								
	ILL		Art Institute of Boston MA							ARTIB			ILL	2012-05-02																							 none 								
	ILL		Ashtabula Co. District Lib.  OH							ASHDL			ILL	2014-07-03																							 none 								
	ILL		Assumption College  MA							AZM			ILL	2011-03-15																							 none 								
	ILL		Auburn College Library							PGN			ILL	2013-01-29																							 none 								
	ILL		Austin State University  TX							TXK			ILL	2011-08-16																							 none 								
	ILL		Ave Maria School of Law Library							L#V			ILL	2010-02-03																							 none 								
	ILL		Babson College, Horn Library							BAB			ILL	2010-04-16																															
	ILL		Bailey Library AR							AKE			ILL	2012-12-03																							 none 								
	ILL		 Bakalar Library Longy School of Music  MA							LOE			ILL	2013-06-26																							 none 								
	ILL		Baldwin County Library Cooperative  AL							AL5CW			ILL	2010-07-29																							 none 								
	ILL		BaldwinCounty Library Coperative   AL							ALSCW			ILL	2011-08-17																							 none 								
	ILL		Bangor Theological Siminary  ME							BTF			ILL	2011-05-17																							 none 								
	ILL		Bartholomew County Pub Lib IN							INB			ILL	2013-02-25																							 none 								
	ILL		 Baruch College Library  NY							VVB			ILL	2014-05-22																							 none 								
	ILL		BATES COLLEGE LIBRARY ME							BTS			ILL	2004-08-03																							 none 								
	ILL		 BATTELLE MEM INST BATTELLE LIBRARY  OH							BKM			ILL	2009-08-04																							 none 								
	ILL		BAYLOR UNIVERSITY  TX							IYU			ILL	2010-07-22																							 none 								
	ILL		 Belleville  Public Library  WA							JN3			ILL	2014-05-05																							 none 								
	ILL		Bennington Free Library  VT							BFL			ILL	2013-06-06																							 none 								
	ILL		BETHANY COLLEGE  WV							WVB			ILL	2009-05-29																							 none 								
	ILL		BETHEL UNIVERSITY MN							MNK			ILL	2008-01-16																							 none 								
	ILL		Bethlehem Pub Lib NY							XFS			ILL	2013-03-25																							 none 								
	ILL		BEVERLY HILLS PUBLIC LIBRARY							BHP			ILL	2008-12-01																							 none 								
	ILL		Big Rapids MI							EZF			ILL	2012-09-21																							 none 								
	ILL		Blazer Library Kentucky State KY							KYD			ILL	2012-07-18																							 none 								
	ILL		Boerne Public Library							T2S			ILL	2010-05-19																							 none 								
	ILL		BOONE COUNTY PUBLIC LIBRARY							KYB			ILL	2008-11-04																							 none 								
	ILL		Boston Conservatory Alphin Library  MA							BCO			ILL	2011-03-07																							 none 								
	ILL		Boulder Public Library							CO3			ILL	2010-04-16																							 none 								
	ILL		Brentwood Library  TN							BRENT			ILL	2014-07-07																							 none 								
	ILL		 Bronson Library  CN							GWB			ILL	2015-05-11																							 none 								
	ILL		Buley Lib CT							CTN			ILL	2013-09-03																							 none 								
	ILL		Burling Library IA							IOG			ILL	2013-01-28																							 none 								
	ILL		BURLINGTON COUNTY COLLEGE LIBRARY							BUN			ILL	2009-01-15																							 none 								
	ILL		 Butler Librry Lindenwood University  MO							MOQ			ILL	2015-08-20																							 none 								
	ILL		CAL ARTS LIBRARY							CIA			ILL	2009-03-24																							 none 								
	ILL		 CAL STATE UNIVERSITY SAN MARCOS  CA							CS1			ILL	2010-01-07																							 none 								
	ILL		Caldwell County Public Library  NC							UZT			ILL	2009-12-15																							 none 								
	ILL		Calgary Public Library  AB							CPLC			ILL	2013-01-25																							 none 								
	ILL		Cali Polytech State Univ CA							CPS			ILL	2013-10-14																							 none 								
	ILL		California University of PA							CSC			ILL	2010-12-07																							 none 								
	ILL		Camden-Carroll Library Morehead State Univ. KY							KMM			ILL	2010-07-28																							 none 								
	ILL		CAMPBELL COUNTY PUBLIC LIBRARY							WYG			ILL	2009-04-13																							 none 								
	ILL		Campbell County Public Library  KE							KYC			ILL	2012-12-18																							 none 								
	ILL		 Cape May County Library  NJ, CMP							CMP			ILL	2015-01-28																							 none 								
	ILL		Carlock Pub Lib IL							UQ3			ILL	2012-03-13																							 none 								
	ILL		Carroll University- Todd Wehr Library							GZB			ILL	2010-03-11																							 none 								
	ILL		Carson-Newman University  TN							TCN			ILL	2015-08-05																							 none 								
	ILL		Carthage College WI							GZC			ILL	2011-02-18																							 none 								
	ILL		 Case Library-Colgate University  NY							VVC			ILL	2013-08-06																							 none 								
	ILL		CAYUGA COMMUNITY COLLEGE							ZZY			ILL	2009-03-27																							 none 								
	ILL		CEDAR CREST COLLEGE  PA							CC#			ILL	2010-07-22																							 none 								
	ILL		CENTENNIAL LIBRARY CEDARVILLE UNIVERSITY							CDC			ILL	2009-02-02																							 none 								
	ILL		Center for Diseas Control  GA							HNC			ILL	2008-09-02																							 none 								
	ILL		CENTRAL BREVARD LIBRARY  FL							CENTRAL			ILL	2011-02-18																															
	ILL		Central Mississippi Regional Library System  MS							CET			ILL	2011-07-27																							 none 								
	ILL		CENTRAL WASHINGTON UNIVERSITY LIBRARY							CWU			ILL	2009-03-17																							 none 								
	ILL		CEORGIA PERIMETER COLLEGE/ CLARKESTON CAMPUS  GA							GCD			ILL	2009-05-27																							 none 								
	ILL		Charleston school of law lib SC							CSCOL			ILL	2013-11-12																							 none 								
	ILL		Charlie Norwood VA Medical Cntr GA							UFS			ILL	2012-09-27																							 none 								
	ILL		 Chatham Area Public Library  IL							IV2			ILL	2013-12-11																							 none 								
	ILL		Chicago-Kent Law Library							ILK			ILL	2010-04-27																							 none 								
	ILL		Christian Brothers University							TEB			ILL	2011-06-17																							 none 								
	ILL		Christian County Library  MO							MO3			ILL	2012-01-18																							 none 								
	ILL		City of Calabasas Lib CA							CZ#			ILL	2013-08-30																							 none 								
	ILL		City of Camarillo Pub Lib CA							CMRLO			ILL	2013-04-10																							 none 								
	ILL		Clark COunty Pub Library							KB8			ILL	2012-08-23																							 none 								
	ILL		ClaytonCounty Library System  GA							ZGH			ILL	2011-08-25																							 none 								
	ILL		Clemens Library at the College of St. Benedict (MNF)							MNF			ILL	2009-09-14																							 none 								
	ILL		CLEMSON U. LIBRARY  SC							SEA			ILL	2008-04-03																							 none 								
	ILL		CLEVELAND CLINIC ALUMNI LIBRARY							ME6			ILL	2009-01-16																							 none 								
	ILL		COBB COUNTY PUBLIC LIBRARY SYSTEM							ZGJ			ILL	2008-02-01																							 none 								
	ILL		Cocoa Beach Public Library							CBP			ILL	2010-12-02			550 N. Brevard Avenue		Cocoa Beach	Be	32931		321-686-1104														 Note:Contact person Gwen Birck Note:This Library isn't in the lender system and they use an ALA form. SCD 12/2/10 								
	ILL		COCOA BEACH PUBLIC LIBRARY  FL							COCOA			ILL	2011-06-22																							 Note:ALA LOAN NOT DLLI OKED BY SUE RYAN/SCD 								
	ILL		Colburn School Lib CA							CSPAL			ILL	2013-10-17																							 none 								
	ILL		Columbus State Univ GA							GCO			ILL	2013-04-09																							 none 								
	ILL		Copley Library Univeristy of San Diego  CA							CDU			ILL	2011-04-12																							 none 								
	ILL		 Coyote Ridge Corr Center Branch Lib  WA							WACRC			ILL	2011-09-16																							 none 								
	ILL		 CSU Monterey Bay   CA							MB@			ILL	2013-05-09																							 none 								
	ILL		Cumberland County Public Library  NC							HQB			ILL	2015-10-19																							 none 								
	ILL		CWRU Kelvin Smith Library  OH							CWR			ILL	2014-06-03																							 none 								
	ILL		CYNTHIANA-HARRISON COUNTY PUBLIC LIBRARY							KE4			ILL	2009-04-13																							 none 								
	ILL		Dadebille Public Library  AL							HRY			ILL	2011-04-28																							 none 								
	ILL		Daniel Webster College  NH							HF7			ILL	2010-11-03																							 none 								
	ILL		 Daviess County Public Library   KY							KOD			ILL	2015-11-20																							 none 								
	ILL		DAVIS MEMORIAL LIBRARY METHODIST COLLEGE  NC							KZA			ILL	2009-05-11																							 none 								
	ILL		DAYTON MEMORIAL LIBRARY  CO							COR			ILL	2011-05-16																							 none 								
	ILL		DAYTON METRO LIBRARY  OH							DMM			ILL	2009-06-25																							 none 								
	ILL		DEWITT WALLACE LIBRARY - MACALESTER COLLEGE							MAC			ILL	2008-10-28																							 none 								
	ILL		 Dick Smith Library  TX							TTS			ILL	2010-08-25																							 none 								
	ILL		 Dillon Public Library  MT							YZV			ILL	2016-05-31																							 none 								
	ILL		DIMENNA-NYSELIUS LIBRARY FAIRFIELD UNIVERSITY							FAU			ILL	2009-03-17																							 none 								
	ILL		DONOVAN RESEARCH LIBRARY GA							TSQ			ILL	2011-05-16																							 none 								
	ILL		Drake University Law Library							IWD			ILL	2016-04-19																							 none 								
	ILL		Drexel University health Sciences Libraries  MS							HHN			ILL	2011-06-20																							 none 								
	ILL		 Dudley Knox Library Postgraduate School  CA							AD#			ILL	2012-01-11																							 none 								
	ILL		Duluth Public Library  MN							ALV			ILL	2011-04-08																							 none 								
	ILL		Dunham Pub Lib NY							ZTM			ILL	2013-10-29																							 none 								
	ILL		Earl S. Richardson Library MD							MSU			ILL	2013-01-23																							 none 								
	ILL		East Central GA Regional Library  GA							ZGO			ILL	2011-05-04																							 none 								
	ILL		EASTERN MICHIGAN UNIVERSITY  MI							EYE			ILL	2005-07-20																							 none 								
	ILL		Ector County Lib TX							ECT			ILL	2013-09-24																							 none 								
	ILL		ELMS COLLEGE  MA							NKF			ILL	2011-01-10																							 none 								
	ILL		Euclid Pub. Lib. OH							ECU			ILL	2013-12-03																							 none 								
	ILL		 Farmington Community Library  MI							EHE			ILL	2013-12-17																							 none 								
	ILL		Fashion Institute Of Tech NY							UVV			ILL	2012-11-13																							 none 								
	ILL		FHG library PA							QWC			ILL	2014-01-30																							 none 								
	ILL		FLATHEAD COUNTY LIBRARY MT							MZC			ILL	2008-01-31																							 none 								
	ILL		Florida International university College of Law  FL							FIUCL			ILL	2011-06-29																							 none 								
	ILL		FORDHAM UNIVERSITY  NY							VYF			ILL	2010-07-21																							 none 								
	ILL		Forest Park Pub. Lib IL							TO9			ILL	2013-11-25																							 none 								
	ILL		FORT LEWIS COLLEGE REED LIBRARY  CO							CDF			ILL	2009-07-30																							 none 								
	ILL		Frenso Pacific Univ. CA							FPD			ILL	2012-08-27																							 none 								
	ILL		Friends Univeristy							KFU			ILL	2012-02-22																							 none 								
	ILL		Frisco Public Lib TX							FHP			ILL	2014-04-08																							 none 								
	ILL		FULLERTON PUBLIC LIBRARY							FUP			ILL	2009-02-09																							 none 								
	ILL		 Gail Borden Public Library  IL							IF9			ILL	2011-02-14																							 none 								
	ILL		Gannon University - Nash Library							PGU			ILL	2010-05-18																							 none 								
	ILL		Geneva College PA							PGC			ILL	2011-09-20																							 none 								
	ILL		George C. Marshall Center Research Library (GGM)							GGM			ILL	2009-09-21																							 none 								
	ILL		 GEORGIA STATE UNIVERSITY  GA							GFV			ILL	2009-09-04																							 none 								
	ILL		Gettysburg College  PA							GDC			ILL	2012-07-25																							 none 								
	ILL		 Glen Ellyn Public Library   IL							JCW			ILL	2015-05-15																							 none 								
	ILL		Glendale Commun College Librry  AZ							PMD			ILL	2011-04-08																							 none 								
	ILL		Glendive Pub Lib. MT							YQP			ILL	2013-11-04																							 none 								
	ILL		GOULD MEMORIAL LIBRARY							GBB			ILL	2009-02-20																							 none 								
	ILL		GRACELAND UNIVERSITY IA							IOF			ILL	2010-07-23																							 none 								
	ILL		GRAND VALLEY STATE UNIV  MI							EXG			ILL	2008-08-25																							 none 								
	ILL		GREAT LAKES CHRISTIAN COLLEGE  MI							EEG			ILL	2010-07-26																							 none 								
	ILL		GREENSBORO PUBLIC LIBRARY							NGP			ILL	2009-04-01																							 none 								
	ILL		 Griffith University Nathan Campus Library  Australia							LGO			ILL	2013-07-29																							 none 								
	ILL		  H. A. HUNT MEMORIAL LIBRRY GA STATE  GA							FFV			ILL	2009-09-04																							 none 								
	ILL		Haggerty Lib WI							WMO			ILL	2013-10-28																							 none 								
	ILL		 Hallward Librry University of Nottingham							UVN			ILL	2013-06-25																							 none 								
	ILL		HAMILTON COLLEGE LIBRARY  NY							YHM			ILL	2009-08-06																							 none 								
	ILL		Hamline University  MN							MHA			ILL	2011-09-09																							 none 								
	ILL		HAMPTON MORGAN MEMORIAL LIBRARY  AL							AL5MG			ILL	2007-07-31																							 none 								
	ILL		 Hampton Public Library   VA							VAJ			ILL	2012-07-24																							 none 								
	ILL		HArford Comm. College MD							HAR			ILL	2012-03-19																							 none 								
	ILL		HARRIET IRVING LIBRARY: UNIVERSITY OF NEW BRUNSWICK							UBF			ILL	2008-11-20																							 none 								
	ILL		Heartland Comm. College Lib. IL							H9C			ILL	2013-02-14																							 none 								
	ILL		Hellenic College MA							BHC			ILL	2012-11-01																							 none 								
	ILL		 Henderson Community College/ hartfield library KY							KUH			ILL	2011-07-19																							 none 								
	ILL		Highline Community College Libray  WA							UOI			ILL	2012-11-27																							 none 								
	ILL		Hillsdale COllege MI							EEI			ILL	2012-11-26																							 none 								
	ILL		HINDS COMMUNITY COLLEGE/RAYMOND CAMPUS MS							MRH			ILL	2009-05-29																							 none 								
	ILL		Hobart & William Smith Colleges NY							ZEM			ILL	2013-04-01																							 none 								
	ILL		Hoke O'Kelley Mem. Library (EMO)							EMO			ILL	2009-09-17																							 none 								
	ILL		 Holmes County Public Library  FL							FD2			ILL	2015-09-29																							 none 								
	ILL		Hood College Library  MD							HCF			ILL	2011-05-23																							 none 								
	ILL		Hood County Public Library TX							T3Q			ILL	2011-05-23																							 none 								
	ILL		Houghton Memorial Lib. AL							HU9			ILL	2013-11-20																							 none 								
	ILL		Hudson Valley Community College  NY							VXV			ILL	2015-10-19																							 none 								
	ILL		Hugh & Hazel Darling Lib. CA							CPC			ILL	2013-04-10																							 none 								
	ILL		HUIE LIBRARY							AKH			ILL	2009-03-20																							 none 								
	ILL		 Hunter Library/WCU  NC							NWM			ILL	2014-01-10																							 none 								
	ILL		Incarnate Word lib TX							SAV			ILL	2014-02-12																							 none 								
	ILL		Iowa State University  Ames IA							IWA			ILL	2011-03-31																							 none 								
	ILL		Jackson Library UNCG							NGU			ILL	2010-02-03																							 none 								
	ILL		James Earl Carter Lib GA							GHA			ILL	2014-02-06																							 none 								
	ILL		 JEFFERSON PARISH LIBRARY  LA							LMJ			ILL	2009-06-03																							 none 								
	ILL		JKM Library PA							HHC			ILL	2013-02-25																							 none 								
	ILL		 Johnson City Public Library  TN							WATRL			ILL	2013-07-10																							 none 								
	ILL		Jones Library MN							NCA			ILL	2012-09-26																							 none 								
	ILL		 Joseph County Public Library  IN							ISO			ILL	2015-09-30																							 none 								
	ILL		KANKAKEE PUBLIC LIBRARY							OO3			ILL	2008-11-25																							 none 								
	ILL		 Karrmann Library  WI							GVZ			ILL	2015-09-29																							 none 								
	ILL		Kelly Library VA							VEH			ILL	2013-04-19																							 none 								
	ILL		 Kemp Library East Stroudburg University  PA							ETS			ILL	2013-06-19																							 none 								
	ILL		 Kent State University  OH							KSU			ILL	2014-02-24																							 none 								
	ILL		 KENTUCKY UNIVERSITY RICHMOND KY							KEU			ILL	2008-01-29																							 none 								
	ILL		Kenyon College- Library and Information Services							KEN			ILL	2010-04-19																							 none 								
	ILL		 Kewanee Public Library District    IL							IEV			ILL	2014-01-09																							 none 								
	ILL		Kirk & Caldwell Rumberger Library FL							FKC			ILL	2005-09-22																							 none 								
	ILL		 Knox College Library  IL							IBK			ILL	2012-05-09																							 none 								
	ILL		Kraemer Family Library							COX			ILL	2012-11-19																							 none 								
	ILL		Krannert Memorial Library IN							III			ILL	2013-04-17																							 none 								
	ILL		KRESGE LIBRARY: OAKLAND UNIVERSITY							EYR			ILL	2009-02-24																							 none 								
	ILL		KTP Topeka Shawnee Co. Public Library (KTP)							KTP			ILL	2009-11-30																							 none 								
	ILL		La Salle University Library  PA							LAS			ILL	2014-07-08																							 none 								
	ILL		LAMAR COUNTY LIBRARY SYSTEM							LQM			ILL	2009-01-16																							 none 								
	ILL		LAW SCHOOL LIBRARY UNIVERSITY OF ALABAMA  AL							AUL			ILL	2008-04-03																							 none 								
	ILL		LAWRENCE UNIVERSITY LIBRARY							WIB			ILL	2009-02-10																							 none 								
	ILL		Lebanon Valley College- Bishop Library							LVC			ILL	2010-02-04																							 none 								
	ILL		LEHIGH UNIVERSITY   PA							LYU			ILL	2010-01-12																							 none 								
	ILL		LEWIS COOPER JR. MEMORIAL LIBRARY  AL							ALLCJ			ILL	2009-06-04																							 none 								
	ILL		LEXMARK LIBRARY  KY							KLO			ILL	2009-10-19																							 none 								
	ILL		 LIBRARY NEH ROOM   DC							EHW			ILL	2009-06-12																							 none 								
	ILL		Lichols Library Faulkner University  AL							MXD			ILL	2011-03-25																							 none 								
	ILL		Lindey Wilson College Library  KY							LWC			ILL	2011-03-15																							 none 								
	ILL		LINFILED COLLEGE  OR							OLC			ILL	2011-01-10																							 none 								
	ILL		 Lisle Library District   IL							BNO			ILL	2015-06-23																							 none 								
	ILL		Lloyd Sealy Library John Jay College  NY							VVJ			ILL	2012-01-11																							 none 								
	ILL		LOGAN COUNTY DISTRICT LIBRARY  OH							L6D			ILL	2009-08-26																							 none 								
	ILL		 Loras College, IA							IOL			ILL	2015-07-06																							 none 								
	ILL		Los Angeles Public Library CA							JQW			ILL	2012-09-11																							 none 								
	ILL		 Loyala Marymount Library  MS							LML			ILL	2011-06-28																							 none 								
	ILL		Loyala Univeristy , Monroe LA							LLM			ILL	2009-09-08																							 none 								
	ILL		Loyola Univ. of Chicago							IAL			ILL	2010-01-28																							 none 								
	ILL		 Lyndon State College  VT							VLD			ILL	2013-06-11																							 none 								
	ILL		Manhattan School of Music NY							ZMS			ILL	2011-07-01																							 none 								
	ILL		 mariam Coffin Canaday Library  PA							ZKO			ILL	2015-11-20																							 none 								
	ILL		 Marrowbone PLD  Bethany  IL							IY5			ILL	2015-06-30																							 none 								
	ILL		Martha S. Grafton Library- Mary Baldwin College							VMB			ILL	2010-02-16																							 none 								
	ILL		MASON LIBRARY: KEENE STATE COLLETE							KNM			ILL	2009-02-03																							 none 								
	ILL		Max Planck Institut  Berlin Germany							PLANCK			ILL	2011-03-28																							 none 								
	ILL		McDaniel College							WTY			ILL	2013-10-01																							 none 								
	ILL		 MCFL Technical Services  CA							JRG			ILL	2015-07-15																							 none 								
	ILL		McGill Univ CA							LGG			ILL	2014-03-11																							 none 								
